"","subject","type","item","condition","question","correct_answer","response","rt","group","disamb_type","z_scored_rt"
"3620","L1 21","gap",17,"-0.5","0","-","-",2579,"L1","-0.5",-1.0213987984209
"3637","L1 21","gap",21,"-0.5","0","-","-",3252,"L1","-0.5",-0.778640352090437
"3643","L1 21","gap",18,"0.5","0","-","-",2707,"L1","-0.5",-0.975227801199061
"3650","L1 21","gap",19,"-0.5","0","-","-",4242,"L1","-0.5",-0.421536545452754
"3661","L1 21","gap",24,"0.5","0","-","-",5629,"L1","-0.5",0.0787694947557981
"3669","L1 21","gap",22,"0.5","0","-","-",2750,"L1","-0.5",-0.959717231819849
"3697","L1 21","gap",14,"0.5","0","-","-",5753,"L1","-0.5",0.123497648314457
"3700","L1 21","gap",23,"-0.5","0","-","-",3580,"L1","-0.5",-0.660327171709468
"3703","L1 21","gap",16,"0.5","0","-","-",11340,"L1","-0.5",2.1387895348647
"3717","L1 21","gap",15,"-0.5","0","-","-",5833,"L1","-0.5",0.152354521578109
"3753","L1 21","gap",20,"0.5","0","-","-",2841,"L1","-0.5",-0.926892538482445
"3778","L1 21","gap",13,"-0.5","0","-","-",7115,"L1","-0.5",0.614785915628119
"3807","L1 22","gap",15,"0.5","0","-","-",8583,"L1","-0.5",1.14430954001612
"3811","L1 22","gap",13,"0.5","0","-","-",4636,"L1","-0.5",-0.279416444629272
"3814","L1 22","gap",20,"-0.5","0","-","-",5004,"L1","-0.5",-0.146674827616477
"3818","L1 22","gap",23,"0.5","0","-","-",7538,"L1","-0.5",0.767366633009674
"3847","L1 22","gap",18,"-0.5","0","-","-",5654,"L1","-0.5",0.0877872676506891
"3854","L1 22","gap",16,"-0.5","0","-","-",8600,"L1","-0.5",1.15044162558464
"3862","L1 22","gap",24,"-0.5","0","-","-",3915,"L1","-0.5",-0.539489014917928
"3878","L1 22","gap",21,"0.5","0","-","-",4643,"L1","-0.5",-0.276891468218703
"3884","L1 22","gap",19,"0.5","0","-","-",5828,"L1","-0.5",0.15055096699913
"3895","L1 22","gap",17,"0.5","0","-","-",5026,"L1","-0.5",-0.138739187468973
"3922","L1 22","gap",22,"-0.5","0","-","-",5447,"L1","-0.5",0.0131201080809917
"3937","L1 22","gap",14,"-0.5","0","-","-",6403,"L1","-0.5",0.357959743581623
"3985","L1 23","gap",15,"-0.5","0","-","-",7157,"L1","-0.5",0.629935774091536
"3997","L1 23","gap",20,"0.5","0","-","-",5656,"L1","-0.5",0.0885086894822804
"4008","L1 23","gap",24,"0.5","0","-","-",7395,"L1","-0.5",0.715784972050898
"4041","L1 23","gap",17,"-0.5","0","-","-",6825,"L1","-0.5",0.510179750047383
"4044","L1 23","gap",19,"-0.5","0","-","-",5239,"L1","-0.5",-0.0619077624045014
"4055","L1 23","gap",14,"0.5","0","-","-",5605,"L1","-0.5",0.0701124327767027
"4082","L1 23","gap",18,"0.5","0","-","-",10642,"L1","-0.5",1.88701331563934
"4089","L1 23","gap",16,"0.5","0","-","-",11550,"L1","-0.5",2.21453882718178
"4100","L1 23","gap",13,"-0.5","0","-","-",3242,"L1","-0.5",-0.782247461248394
"4111","L1 23","gap",23,"-0.5","0","-","-",6985,"L1","-0.5",0.567893496574686
"4117","L1 23","gap",21,"-0.5","0","-","-",4354,"L1","-0.5",-0.381136922883643
"4124","L1 23","gap",22,"0.5","0","-","-",6205,"L1","-0.5",0.286538982254087
"4155","L1 24","gap",13,"0.5","0","-","-",7809,"L1","-0.5",0.865119291190293
"4177","L1 24","gap",23,"0.5","0","-","-",4123,"L1","-0.5",-0.464461144432435
"4181","L1 24","gap",19,"0.5","0","-","-",3885,"L1","-0.5",-0.550310342391798
"4191","L1 24","gap",14,"-0.5","0","-","-",4769,"L1","-0.5",-0.231441892828452
"4229","L1 24","gap",20,"-0.5","0","-","-",3692,"L1","-0.5",-0.619927549140356
"4239","L1 24","gap",21,"0.5","0","-","-",4963,"L1","-0.5",-0.161463975164098
"4245","L1 24","gap",18,"-0.5","0","-","-",3014,"L1","-0.5",-0.8644895500498
"4249","L1 24","gap",22,"-0.5","0","-","-",4804,"L1","-0.5",-0.218817010775605
"4259","L1 24","gap",15,"0.5","0","-","-",5017,"L1","-0.5",-0.141985585711133
"4267","L1 24","gap",24,"-0.5","0","-","-",5862,"L1","-0.5",0.162815138136182
"4274","L1 24","gap",16,"-0.5","0","-","-",4012,"L1","-0.5",-0.504500056085751
"4292","L1 24","gap",17,"0.5","0","-","-",12679,"L1","-0.5",2.62178145111506
"4376","L1 25","gap",24,"0.5","0","-","-",4691,"L1","-0.5",-0.259577344260512
"4383","L1 25","gap",16,"0.5","0","-","-",5348,"L1","-0.5",-0.0225902725827767
"4386","L1 25","gap",17,"-0.5","0","-","-",3083,"L1","-0.5",-0.839600496859901
"4404","L1 25","gap",13,"-0.5","0","-","-",4071,"L1","-0.5",-0.483218112053809
"4419","L1 25","gap",22,"0.5","0","-","-",4023,"L1","-0.5",-0.500532236011999
"4430","L1 25","gap",18,"0.5","0","-","-",4164,"L1","-0.5",-0.449671996884814
"4439","L1 25","gap",21,"-0.5","0","-","-",3566,"L1","-0.5",-0.665377124530607
"4442","L1 25","gap",23,"-0.5","0","-","-",4771,"L1","-0.5",-0.230720470996861
"4456","L1 25","gap",15,"-0.5","0","-","-",2750,"L1","-0.5",-0.959717231819849
"4467","L1 25","gap",19,"-0.5","0","-","-",7842,"L1","-0.5",0.877022751411549
"4475","L1 25","gap",14,"0.5","0","-","-",5542,"L1","-0.5",0.0473876450815774
"4490","L1 25","gap",20,"0.5","0","-","-",2680,"L1","-0.5",-0.984966995925543
"4533","L1 26","gap",19,"0.5","0","-","-",5810,"L1","-0.5",0.144058170514809
"4536","L1 26","gap",15,"0.5","0","-","-",8853,"L1","-0.5",1.24170148728094
"4554","L1 26","gap",21,"0.5","0","-","-",6284,"L1","-0.5",0.315035144601942
"4569","L1 26","gap",17,"0.5","0","-","-",5895,"L1","-0.5",0.174718598357438
"4582","L1 26","gap",14,"-0.5","0","-","-",4057,"L1","-0.5",-0.488268064874948
"4600","L1 26","gap",13,"0.5","0","-","-",8456,"L1","-0.5",1.09849925371007
"4606","L1 26","gap",22,"-0.5","0","-","-",8146,"L1","-0.5",0.986678869813423
"4609","L1 26","gap",20,"-0.5","0","-","-",2536,"L1","-0.5",-1.03690936780012
"4635","L1 26","gap",16,"-0.5","0","-","-",8652,"L1","-0.5",1.16919859320602
"4642","L1 26","gap",18,"-0.5","0","-","-",5464,"L1","-0.5",0.0192521936495175
"4659","L1 26","gap",24,"-0.5","0","-","-",5697,"L1","-0.5",0.103297837029902
"4663","L1 26","gap",23,"0.5","0","-","-",5727,"L1","-0.5",0.114119164503771
"4718","L1 27","gap",20,"0.5","0","-","-",8599,"L1","-0.5",1.15008091466885
"4728","L1 27","gap",19,"-0.5","0","-","-",2113,"L1","-0.5",-1.18949008518167
"4736","L1 27","gap",24,"0.5","0","-","-",6167,"L1","-0.5",0.272831967453852
"4765","L1 27","gap",17,"-0.5","0","-","-",8611,"L1","-0.5",1.1544094456584
"4769","L1 27","gap",23,"-0.5","0","-","-",6358,"L1","-0.5",0.341727752370819
"4776","L1 27","gap",14,"0.5","0","-","-",2675,"L1","-0.5",-0.986770550504522
"4802","L1 27","gap",22,"0.5","0","-","-",7235,"L1","-0.5",0.658071225523595
"4808","L1 27","gap",18,"0.5","0","-","-",4780,"L1","-0.5",-0.2274740727547
"4818","L1 27","gap",16,"0.5","0","-","-",5710,"L1","-0.5",0.107987078935245
"4832","L1 27","gap",15,"-0.5","0","-","-",3089,"L1","-0.5",-0.837436231365127
"4839","L1 27","gap",13,"-0.5","0","-","-",3862,"L1","-0.5",-0.558606693455097
"4846","L1 27","gap",21,"-0.5","0","-","-",8519,"L1","-0.5",1.1212240414052
"4874","L1 28","gap",24,"-0.5","0","-","-",3365,"L1","-0.5",-0.73788001860553
"4878","L1 28","gap",15,"0.5","0","-","-",6383,"L1","-0.5",0.35074552526571
"4892","L1 28","gap",20,"-0.5","0","-","-",4712,"L1","-0.5",-0.252002415028803
"4925","L1 28","gap",18,"-0.5","0","-","-",5868,"L1","-0.5",0.164979403630956
"4931","L1 28","gap",14,"-0.5","0","-","-",4212,"L1","-0.5",-0.432357872926623
"4935","L1 28","gap",17,"0.5","0","-","-",7526,"L1","-0.5",0.763038102020127
"4946","L1 28","gap",13,"0.5","0","-","-",7689,"L1","-0.5",0.821833981294816
"4953","L1 28","gap",21,"0.5","0","-","-",3499,"L1","-0.5",-0.689544755888915
"4966","L1 28","gap",19,"0.5","0","-","-",6642,"L1","-0.5",0.444169652456781
"5003","L1 28","gap",23,"0.5","0","-","-",3425,"L1","-0.5",-0.716237363657792
"5019","L1 28","gap",16,"-0.5","0","-","-",3910,"L1","-0.5",-0.541292569496907
"5026","L1 28","gap",22,"-0.5","0","-","-",6881,"L1","-0.5",0.530379561331939
"5084","L1 29","gap",17,"-0.5","0","-","-",4249,"L1","-0.5",-0.419011569042185
"5087","L1 29","gap",22,"0.5","0","-","-",8290,"L1","-0.5",1.038621241688
"5095","L1 29","gap",18,"0.5","0","-","-",5243,"L1","-0.5",-0.0604649187413188
"5109","L1 29","gap",15,"-0.5","0","-","-",6450,"L1","-0.5",0.374913156624018
"5115","L1 29","gap",24,"0.5","0","-","-",8819,"L1","-0.5",1.22943731614389
"5121","L1 29","gap",20,"0.5","0","-","-",4805,"L1","-0.5",-0.218456299859809
"5128","L1 29","gap",23,"-0.5","0","-","-",3919,"L1","-0.5",-0.538046171254746
"5145","L1 29","gap",16,"0.5","0","-","-",6584,"L1","-0.5",0.423248419340634
"5150","L1 29","gap",14,"0.5","0","-","-",5484,"L1","-0.5",0.0264664119654303
"5171","L1 29","gap",19,"-0.5","0","-","-",9439,"L1","-0.5",1.45307808393719
"5179","L1 29","gap",13,"-0.5","0","-","-",4988,"L1","-0.5",-0.152446202269207
"5191","L1 29","gap",21,"-0.5","0","-","-",5055,"L1","-0.5",-0.128278570910899
"5234","L1 30","gap",23,"0.5","0","-","-",4630,"L1","-0.5",-0.281580710124046
"5242","L1 30","gap",13,"0.5","0","-","-",3539,"L1","-0.5",-0.675116319257089
"5253","L1 30","gap",18,"-0.5","0","-","-",5291,"L1","-0.5",-0.0431507947831281
"5259","L1 30","gap",17,"0.5","0","-","-",5428,"L1","-0.5",0.00626660068087451
"5265","L1 30","gap",20,"-0.5","0","-","-",2903,"L1","-0.5",-0.904528461703116
"5314","L1 30","gap",21,"0.5","0","-","-",4879,"L1","-0.5",-0.191763692090932
"5336","L1 30","gap",15,"0.5","0","-","-",4220,"L1","-0.5",-0.429472185600258
"5347","L1 30","gap",16,"-0.5","0","-","-",4663,"L1","-0.5",-0.26967724990279
"5375","L1 30","gap",19,"0.5","0","-","-",3154,"L1","-0.5",-0.81399002183841
"5379","L1 30","gap",14,"-0.5","0","-","-",3656,"L1","-0.5",-0.632913142108999
"5387","L1 30","gap",22,"-0.5","0","-","-",4246,"L1","-0.5",-0.420093701789572
"5397","L1 30","gap",24,"-0.5","0","-","-",6551,"L1","-0.5",0.411344959119378
"5414","L1 31","gap",15,"-0.5","0","-","-",9535,"L1","-0.5",1.48770633185357
"5421","L1 31","gap",24,"0.5","0","-","-",13571,"L1","-0.5",2.94353558800477
"5467","L1 31","gap",19,"-0.5","0","-","-",8563,"L1","-0.5",1.1370953217002
"5474","L1 31","gap",18,"0.5","0","-","-",5113,"L1","-0.5",-0.107357337794752
"5482","L1 31","gap",23,"-0.5","0","-","-",5334,"L1","-0.5",-0.0276402254039156
"5493","L1 31","gap",22,"0.5","0","-","-",4366,"L1","-0.5",-0.376808391894095
"5503","L1 31","gap",17,"-0.5","0","-","-",3120,"L1","-0.5",-0.826254192975462
"5507","L1 31","gap",20,"0.5","0","-","-",9492,"L1","-0.5",1.47219576247435
"5529","L1 31","gap",14,"0.5","0","-","-",6601,"L1","-0.5",0.42938050490916
"5541","L1 31","gap",13,"-0.5","0","-","-",5408,"L1","-0.5",-0.000947617635038282
"5555","L1 31","gap",21,"-0.5","0","-","-",6395,"L1","-0.5",0.355074056255258
"5577","L1 31","gap",16,"0.5","0","-","-",7570,"L1","-0.5",0.778909382315135
"5601","L1 32","gap",19,"0.5","0","-","-",5939,"L1","-0.5",0.190589878652446
"5610","L1 32","gap",21,"0.5","0","-","-",4888,"L1","-0.5",-0.188517293848771
"5628","L1 32","gap",22,"-0.5","0","-","-",5657,"L1","-0.5",0.088869400398076
"5632","L1 32","gap",23,"0.5","0","-","-",4330,"L1","-0.5",-0.389793984862738
"5643","L1 32","gap",20,"-0.5","0","-","-",7366,"L1","-0.5",0.705324355492824
"5650","L1 32","gap",17,"0.5","0","-","-",8534,"L1","-0.5",1.12663470514213
"5655","L1 32","gap",24,"-0.5","0","-","-",4500,"L1","-0.5",-0.328473129177479
"5658","L1 32","gap",15,"0.5","0","-","-",4311,"L1","-0.5",-0.396647492262855
"5674","L1 32","gap",14,"-0.5","0","-","-",6089,"L1","-0.5",0.244696516021792
"5678","L1 32","gap",16,"-0.5","0","-","-",10548,"L1","-0.5",1.85310648955455
"5726","L1 32","gap",13,"0.5","0","-","-",4459,"L1","-0.5",-0.3432622767251
"5732","L1 32","gap",18,"-0.5","0","-","-",3281,"L1","-0.5",-0.768179735532364
"5782","L1 33","gap",19,"-0.5","0","-","-",6432,"L1","-0.5",0.368420360139697
"5801","L1 33","gap",16,"0.5","0","-","-",5922,"L1","-0.5",0.184457793083921
"5805","L1 33","gap",21,"-0.5","0","-","-",7273,"L1","-0.5",0.67177824032383
"5815","L1 33","gap",15,"-0.5","0","-","-",17566,"L1","-0.5",4.38457569660835
"5822","L1 33","gap",13,"-0.5","0","-","-",4662,"L1","-0.5",-0.270037960818585
"5831","L1 33","gap",18,"0.5","0","-","-",7817,"L1","-0.5",0.868004978516658
"5868","L1 33","gap",20,"0.5","0","-","-",14560,"L1","-0.5",3.30027868372666
"5874","L1 33","gap",23,"-0.5","0","-","-",5984,"L1","-0.5",0.20682186986325
"5909","L1 33","gap",22,"0.5","0","-","-",5120,"L1","-0.5",-0.104832361384183
"5913","L1 33","gap",17,"-0.5","0","-","-",5371,"L1","-0.5",-0.014293921519477
"5917","L1 33","gap",24,"0.5","0","-","-",8894,"L1","-0.5",1.25649063482856
"5923","L1 33","gap",14,"0.5","0","-","-",7071,"L1","-0.5",0.598914635333111
"5972","L1 34","gap",15,"0.5","0","-","-",4085,"L1","-0.5",-0.47816815923267
"5994","L1 34","gap",20,"-0.5","0","-","-",2969,"L1","-0.5",-0.880721541260604
"6001","L1 34","gap",24,"-0.5","0","-","-",4219,"L1","-0.5",-0.429832896516054
"6034","L1 34","gap",13,"0.5","0","-","-",3206,"L1","-0.5",-0.795233054217037
"6037","L1 34","gap",18,"-0.5","0","-","-",3300,"L1","-0.5",-0.761326228132247
"6043","L1 34","gap",16,"-0.5","0","-","-",4310,"L1","-0.5",-0.397008203178651
"6056","L1 34","gap",19,"0.5","0","-","-",3590,"L1","-0.5",-0.656720062551511
"6068","L1 34","gap",23,"0.5","0","-","-",3143,"L1","-0.5",-0.817957841912162
"6079","L1 34","gap",22,"-0.5","0","-","-",2822,"L1","-0.5",-0.933746045882563
"6093","L1 34","gap",21,"0.5","0","-","-",3820,"L1","-0.5",-0.573756551918514
"6104","L1 34","gap",17,"0.5","0","-","-",4161,"L1","-0.5",-0.450754129632201
"6111","L1 34","gap",14,"-0.5","0","-","-",3559,"L1","-0.5",-0.667902100941176
"6152","L1 35","gap",17,"-0.5","0","-","-",11348,"L1","-0.5",2.14167522219106
"6182","L1 35","gap",22,"0.5","0","-","-",3909,"L1","-0.5",-0.541653280412702
"6192","L1 35","gap",18,"0.5","0","-","-",3137,"L1","-0.5",-0.820122107406936
"6198","L1 35","gap",23,"-0.5","0","-","-",3302,"L1","-0.5",-0.760604806300656
"6220","L1 35","gap",19,"-0.5","0","-","-",4693,"L1","-0.5",-0.258855922428921
"6226","L1 35","gap",21,"-0.5","0","-","-",2881,"L1","-0.5",-0.91246410185062
"6240","L1 35","gap",24,"0.5","0","-","-",3410,"L1","-0.5",-0.721648027394726
"6265","L1 35","gap",13,"-0.5","0","-","-",3151,"L1","-0.5",-0.815072154585797
"6274","L1 35","gap",20,"0.5","0","-","-",3421,"L1","-0.5",-0.717680207320974
"6282","L1 35","gap",16,"0.5","0","-","-",2335,"L1","-0.5",-1.10941226187504
"6290","L1 35","gap",14,"0.5","0","-","-",3694,"L1","-0.5",-0.619206127308765
"6294","L1 35","gap",15,"-0.5","0","-","-",6037,"L1","-0.5",0.225939548400419
"6314","L1 36","gap",19,"0.5","0","-","-",3574,"L1","-0.5",-0.662491437204242
"6327","L1 36","gap",15,"0.5","0","-","-",6687,"L1","-0.5",0.460401643667585
"6354","L1 36","gap",21,"0.5","0","-","-",3851,"L1","-0.5",-0.562574513528849
"6361","L1 36","gap",14,"-0.5","0","-","-",3907,"L1","-0.5",-0.542374702244294
"6369","L1 36","gap",16,"-0.5","0","-","-",4492,"L1","-0.5",-0.331358816503844
"6373","L1 36","gap",23,"0.5","0","-","-",2797,"L1","-0.5",-0.942763818777454
"6401","L1 36","gap",18,"-0.5","0","-","-",6533,"L1","-0.5",0.404852162635056
"6420","L1 36","gap",22,"-0.5","0","-","-",3641,"L1","-0.5",-0.638323805845934
"6426","L1 36","gap",24,"-0.5","0","-","-",13110,"L1","-0.5",2.77724785582298
"6433","L1 36","gap",17,"0.5","0","-","-",8729,"L1","-0.5",1.19697333372228
"6437","L1 36","gap",20,"-0.5","0","-","-",5832,"L1","-0.5",0.151993810662313
"6474","L1 36","gap",13,"0.5","0","-","-",2827,"L1","-0.5",-0.931942491303584
"6499","L1 37","gap",15,"-0.5","0","-","-",4326,"L1","-0.5",-0.39123682852592
"6506","L1 37","gap",21,"-0.5","0","-","-",4213,"L1","-0.5",-0.431997162010828
"6512","L1 37","gap",13,"-0.5","0","-","-",4065,"L1","-0.5",-0.485382377548582
"6555","L1 37","gap",20,"0.5","0","-","-",3064,"L1","-0.5",-0.846454004260018
"6559","L1 37","gap",24,"0.5","0","-","-",5824,"L1","-0.5",0.149108123335948
"6562","L1 37","gap",23,"-0.5","0","-","-",6006,"L1","-0.5",0.214757510010754
"6595","L1 37","gap",19,"-0.5","0","-","-",4501,"L1","-0.5",-0.328112418261683
"6601","L1 37","gap",22,"0.5","0","-","-",3328,"L1","-0.5",-0.751226322489969
"6613","L1 37","gap",17,"-0.5","0","-","-",3918,"L1","-0.5",-0.538406882170541
"6628","L1 37","gap",16,"0.5","0","-","-",4239,"L1","-0.5",-0.422618678200141
"6641","L1 37","gap",14,"0.5","0","-","-",4339,"L1","-0.5",-0.386547586620577
"6651","L1 37","gap",18,"0.5","0","-","-",5555,"L1","-0.5",0.0520768869869208
"6679","L1 38","gap",19,"0.5","0","-","-",3096,"L1","-0.5",-0.834911254954557
"6690","L1 38","gap",14,"-0.5","0","-","-",3212,"L1","-0.5",-0.793068788722263
"6701","L1 38","gap",16,"-0.5","0","-","-",5994,"L1","-0.5",0.210428979021207
"6715","L1 38","gap",17,"0.5","0","-","-",2437,"L1","-0.5",-1.07261974846388
"6729","L1 38","gap",20,"-0.5","0","-","-",3987,"L1","-0.5",-0.513517828980642
"6746","L1 38","gap",22,"-0.5","0","-","-",5141,"L1","-0.5",-0.0972574321524741
"6749","L1 38","gap",23,"0.5","0","-","-",3150,"L1","-0.5",-0.815432865501593
"6759","L1 38","gap",18,"-0.5","0","-","-",5173,"L1","-0.5",-0.0857146828470136
"6794","L1 38","gap",24,"-0.5","0","-","-",5149,"L1","-0.5",-0.094371744826109
"6801","L1 38","gap",21,"0.5","0","-","-",3952,"L1","-0.5",-0.52614271103349
"6825","L1 38","gap",15,"0.5","0","-","-",6068,"L1","-0.5",0.237121586790084
"6832","L1 38","gap",13,"0.5","0","-","-",3979,"L1","-0.5",-0.516403516307007
"6860","L1 39","gap",23,"-0.5","0","-","-",5032,"L1","-0.5",-0.136574921974199
"6893","L1 39","gap",17,"-0.5","0","-","-",5353,"L1","-0.5",-0.0207867180037985
"6900","L1 39","gap",22,"0.5","0","-","-",5461,"L1","-0.5",0.0181700609021306
"6921","L1 39","gap",13,"-0.5","0","-","-",5832,"L1","-0.5",0.151993810662313
"6924","L1 39","gap",14,"0.5","0","-","-",7103,"L1","-0.5",0.610457384638571
"6932","L1 39","gap",15,"-0.5","0","-","-",6463,"L1","-0.5",0.379602398529362
"6939","L1 39","gap",24,"0.5","0","-","-",5084,"L1","-0.5",-0.117817954352826
"6943","L1 39","gap",16,"0.5","0","-","-",7654,"L1","-0.5",0.809209099241968
"6953","L1 39","gap",20,"0.5","0","-","-",3301,"L1","-0.5",-0.760965517216451
"6993","L1 39","gap",19,"-0.5","0","-","-",4741,"L1","-0.5",-0.24154179847073
"6996","L1 39","gap",18,"0.5","0","-","-",5334,"L1","-0.5",-0.0276402254039156
"7014","L1 39","gap",21,"-0.5","0","-","-",2810,"L1","-0.5",-0.93807457687211
"7041","L1 40","gap",20,"-0.5","0","-","-",6484,"L1","-0.5",0.38717732776107
"7058","L1 40","gap",17,"0.5","0","-","-",5207,"L1","-0.5",-0.0734505117099619
"7069","L1 40","gap",22,"-0.5","0","-","-",7481,"L1","-0.5",0.746806110809323
"7081","L1 40","gap",14,"-0.5","0","-","-",5866,"L1","-0.5",0.164257981799365
"7100","L1 40","gap",24,"-0.5","0","-","-",3809,"L1","-0.5",-0.577724371992266
"7117","L1 40","gap",15,"0.5","0","-","-",6770,"L1","-0.5",0.490340649678623
"7121","L1 40","gap",13,"0.5","0","-","-",5992,"L1","-0.5",0.209707557189615
"7131","L1 40","gap",18,"-0.5","0","-","-",6094,"L1","-0.5",0.246500070600771
"7134","L1 40","gap",21,"0.5","0","-","-",7383,"L1","-0.5",0.71145644106135
"7141","L1 40","gap",23,"0.5","0","-","-",2933,"L1","-0.5",-0.893707134229247
"7184","L1 40","gap",16,"-0.5","0","-","-",4521,"L1","-0.5",-0.320898199945771
"7190","L1 40","gap",19,"0.5","0","-","-",3205,"L1","-0.5",-0.795593765132833
